"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0AD50","2019-09-23 06:00:00","84.000","0.000","0.000","21.300","1.000","1007.500","","0.000","-99.000","-99.000","-99.000","21.700","","21.000",""
"C0A9A0","2019-09-23 06:00:00","24.000","0.000","0.000","22.400","0.860","1013.900","","0.000","-99.000","-99.000","-99.000","22.800","","21.800",""
"C0O830","2019-09-23 06:00:00","127.000","0.000","0.100","21.800","0.990","1000.300","","0.000","-99.000","-99.000","-99.000","22.900","","21.600",""
"C0S760","2019-09-23 06:00:00","1621.000","172.000","0.500","14.400","1.000","841.800","","2.000","-99.000","-99.000","-99.000","15.400","","14.200",""
"C0X160","2019-09-23 06:00:00","26.000","353.000","2.000","23.700","0.730","1011.600","","0.000","-99.000","-99.000","-99.000","25.300","","23.300",""
"C0C490","2019-09-23 06:00:00","157.000","101.000","0.300","21.600","0.820","998.400","","0.000","-99.000","-99.000","-99.000","22.600","","21.500",""
"C0F970","2019-09-23 06:00:00","145.000","17.000","0.700","22.700","0.680","997.100","","0.000","-99.000","-99.000","-99.000","24.000","","22.600",""
"C0M690","2019-09-23 06:00:00","33.000","1.000","0.400","22.400","0.790","1010.000","","0.000","-99.000","-99.000","-99.000","23.200","","22.000",""
"C0V690","2019-09-23 06:00:00","30.000","36.000","2.200","24.100","0.800","1011.200","","0.000","-99.000","-99.000","-99.000","26.000","","24.100",""
"C0Z210","2019-09-23 06:00:00","126.000","11.000","0.400","20.700","0.990","1003.100","","1.000","-99.000","-99.000","-99.000","21.000","","20.500",""
"C0U770","2019-09-23 06:00:00","5.000","317.000","1.200","24.300","0.630","1015.200","","0.000","-99.000","-99.000","-99.000","24.900","","22.000",""
"C0Z080","2019-09-23 06:00:00","298.000","187.000","0.800","19.900","0.980","982.200","","0.500","-99.000","-99.000","-99.000","20.100","","19.600",""
"C0G640","2019-09-23 06:00:00","17.000","20.000","3.100","23.400","0.700","1014.400","","0.000","9.200","15.000","","24.300","","23.400",""
"C0X200","2019-09-23 06:00:00","61.000","284.000","1.000","21.200","0.990","1007.300","","0.000","-99.000","-99.000","-99.000","22.500","","21.200",""
"C0U900","2019-09-23 06:00:00","63.000","213.000","1.100","22.000","0.840","1010.500","","0.000","-99.000","-99.000","-99.000","23.500","","22.000",""
"C0Z230","2019-09-23 06:00:00","31.000","313.000","3.500","22.800","0.760","1013.000","","0.000","-99.000","-99.000","-99.000","23.300","","22.100",""
"C0F9O0","2019-09-23 06:00:00","175.000","0.000","0.200","23.100","0.720","994.600","","0.000","-99.000","-99.000","-99.000","24.200","","23.100",""
"C0C540","2019-09-23 06:00:00","46.000","89.000","1.200","21.400","0.750","-99.000","","0.000","-99.000","-99.000","-99.000","22.500","","20.500",""
"C0G770","2019-09-23 06:00:00","15.000","23.000","2.000","24.200","0.700","1012.400","","0.000","-99.000","-99.000","-99.000","25.000","","24.200",""
"C0V670","2019-09-23 06:00:00","20.000","4.000","1.700","23.800","0.790","1011.800","","0.000","-99.000","-99.000","-99.000","25.900","","23.800",""
"C0A870","2019-09-23 06:00:00","685.000","4.000","4.700","19.100","0.900","937.700","","0.000","-99.000","-99.000","-99.000","19.900","","18.900",""
"C0R220","2019-09-23 06:00:00","23.000","272.000","0.500","24.800","0.990","1011.700","","0.000","-99.000","-99.000","-99.000","25.700","","24.800",""
"C0Z220","2019-09-23 06:00:00","589.000","253.000","1.100","18.300","1.000","950.900","","0.500","-99.000","-99.000","-99.000","18.800","","18.100",""
"C0D560","2019-09-23 06:00:00","147.000","124.000","1.000","21.100","0.810","999.900","","0.000","-99.000","-99.000","-99.000","22.500","","21.100",""
"C0I380","2019-09-23 06:00:00","258.000","0.000","0.000","21.300","0.990","984.400","","0.000","-99.000","-99.000","-99.000","22.700","","21.300",""
"C0Z020","2019-09-23 06:00:00","211.000","31.000","1.800","20.600","0.990","991.100","","0.500","-99.000","-99.000","-99.000","21.000","","20.000",""
"C0Z190","2019-09-23 06:00:00","62.000","299.000","0.800","22.700","0.980","1008.200","","0.000","-99.000","-99.000","-99.000","22.800","","21.600",""
"C0C710","2019-09-23 06:00:00","143.000","0.000","0.000","19.400","0.990","1000.600","","0.000","-99.000","-99.000","-99.000","19.800","","19.300",""
"C0D360","2019-09-23 06:00:00","523.000","0.000","0.000","16.700","0.980","956.400","","0.000","-99.000","-99.000","-99.000","18.700","","16.700",""
"C0C680","2019-09-23 06:00:00","228.000","30.000","1.800","21.600","0.720","988.800","","0.000","-99.000","-99.000","-99.000","22.500","","21.200",""
"C0X140","2019-09-23 06:00:00","17.000","45.000","1.000","22.400","0.830","1011.900","","0.000","-99.000","-99.000","-99.000","24.100","","22.400",""
"C0V710","2019-09-23 06:00:00","34.000","349.000","1.200","25.000","0.750","1010.000","","0.000","-99.000","-99.000","-99.000","26.700","","25.000",""
"C0G840","2019-09-23 06:00:00","32.000","4.000","0.300","22.200","0.840","1008.600","","0.000","-99.000","-99.000","-99.000","22.600","","21.800",""
"C0S890","2019-09-23 06:00:00","238.000","0.000","0.100","21.000","0.940","991.600","","0.500","-99.000","-99.000","-99.000","21.700","","20.700",""
"C0T820","2019-09-23 06:00:00","550.000","0.000","0.000","19.300","0.890","957.800","","0.000","-99.000","-99.000","-99.000","20.200","","19.300",""
"C0F9I0","2019-09-23 06:00:00","194.000","24.000","1.800","22.300","0.720","992.500","","0.000","-99.000","-99.000","-99.000","23.400","","22.300",""
"C0C650","2019-09-23 06:00:00","208.000","0.000","0.000","19.200","0.840","992.600","","0.000","-99.000","-99.000","-99.000","20.400","","19.200",""
"C0R600","2019-09-23 06:00:00","766.000","0.000","0.200","21.300","0.840","929.100","","0.500","-99.000","-99.000","-99.000","21.900","","20.400",""
"C0Z320","2019-09-23 06:00:00","646.000","284.000","0.900","17.800","1.000","943.700","","4.000","-99.000","-99.000","-99.000","18.800","","17.800",""
"C0V210","2019-09-23 06:00:00","734.000","0.000","0.200","20.700","0.890","934.000","","0.000","-99.000","-99.000","-99.000","21.500","","20.600",""
"C0K240","2019-09-23 06:00:00","1132.000","159.000","2.100","18.100","0.850","893.600","","0.000","-99.000","-99.000","-99.000","18.800","","17.800",""
"C0A530","2019-09-23 06:00:00","300.000","0.000","0.000","19.500","0.990","982.600","","0.500","-99.000","-99.000","-99.000","19.700","","19.400",""
"C0UA60","2019-09-23 06:00:00","566.000","343.000","2.600","18.700","0.870","951.800","","0.000","-99.000","-99.000","-99.000","19.600","","18.700",""
"C0C670","2019-09-23 06:00:00","250.000","90.000","0.800","20.500","0.810","988.400","","0.000","-99.000","-99.000","-99.000","21.700","","20.500",""
"C0K550","2019-09-23 06:00:00","15.000","6.000","2.300","23.200","0.780","1013.300","","0.000","-99.000","-99.000","-99.000","24.000","","22.700",""
"C0R350","2019-09-23 06:00:00","35.000","51.000","2.900","23.400","0.920","1010.600","","20.500","-99.000","-99.000","-99.000","23.900","","22.500",""
"C0T9F0","2019-09-23 06:00:00","251.000","338.000","0.300","20.200","0.920","987.300","","0.000","-99.000","-99.000","-99.000","20.200","","19.900",""
"C0D390","2019-09-23 06:00:00","146.000","0.000","0.000","19.200","0.950","998.300","","0.000","-99.000","-99.000","-99.000","20.700","","19.200",""
"C0E430","2019-09-23 06:00:00","258.000","194.000","1.200","19.000","0.910","990.000","","0.000","-99.000","-99.000","-99.000","20.200","","19.000",""
"C0O990","2019-09-23 06:00:00","18.000","20.000","0.800","22.500","0.860","1012.000","","0.000","-99.000","-99.000","-99.000","23.800","","21.900",""
"CM0010","2019-09-23 06:00:00","68.000","0.000","0.200","21.100","-99.000","1009.300","","0.000","-99.000","-99.000","-99.000","21.700","","20.500",""
"C0K500","2019-09-23 06:00:00","12.000","17.000","2.700","23.000","0.770","1012.100","","0.000","-99.000","-99.000","-99.000","23.800","","22.700",""
"C0X260","2019-09-23 06:00:00","39.000","0.000","0.000","22.200","0.810","1010.600","","0.000","-99.000","-99.000","-99.000","23.000","","21.600",""
"C0ACA0","2019-09-23 06:00:00","25.000","0.000","0.000","22.200","0.800","1012.800","","0.000","-99.000","-99.000","-99.000","22.900","","22.100",""
"C0X180","2019-09-23 06:00:00","62.000","357.000","0.400","21.400","0.990","1006.800","","0.000","-99.000","-99.000","-99.000","23.000","","21.400",""
"C0F930","2019-09-23 06:00:00","100.000","36.000","0.900","23.400","0.830","1003.300","","0.000","-99.000","-99.000","-99.000","24.800","","23.400",""
"C0I010","2019-09-23 06:00:00","1562.000","84.000","0.600","15.700","0.890","850.600","","0.000","-99.000","-99.000","-99.000","15.800","","14.900",""
"C0R190","2019-09-23 06:00:00","32.000","237.000","0.400","24.600","0.990","1009.800","","0.000","-99.000","-99.000","-99.000","25.200","","24.600",""
"C0E420","2019-09-23 06:00:00","19.000","0.000","0.000","21.800","0.770","1012.100","","0.000","-99.000","-99.000","-99.000","23.400","","21.800",""
"C0W160","2019-09-23 06:00:00","49.000","47.000","10.000","25.300","0.610","1007.600","","0.000","-99.000","-99.000","-99.000","26.100","","25.000",""
"C0I460","2019-09-23 06:00:00","110.000","207.000","0.700","22.900","0.860","1002.000","","0.000","-99.000","-99.000","-99.000","23.800","","22.600",""
"C0A9F0","2019-09-23 06:00:00","35.000","0.000","0.000","22.200","0.950","1013.500","","0.000","-99.000","-99.000","-99.000","22.500","","21.600",""
"C0F9A0","2019-09-23 06:00:00","425.000","84.000","1.200","20.600","0.830","966.100","","0.000","-99.000","-99.000","-99.000","21.300","","20.400",""
"C0O950","2019-09-23 06:00:00","4.000","349.000","0.900","22.600","0.810","1013.100","","0.000","-99.000","-99.000","-99.000","23.900","","21.900",""
"C0M760","2019-09-23 06:00:00","40.000","0.000","0.200","22.800","0.820","1010.200","","0.000","-99.000","-99.000","-99.000","23.200","","22.500",""
"C0AH70","2019-09-23 06:00:00","34.000","256.000","0.800","22.700","0.750","1013.100","","0.000","-99.000","-99.000","-99.000","23.300","","22.500",""
"C0V250","2019-09-23 06:00:00","298.000","103.000","0.300","21.300","1.000","980.500","","0.000","-99.000","-99.000","-99.000","21.700","","21.300",""
"C0U980","2019-09-23 06:00:00","573.000","326.000","4.000","18.200","0.990","953.000","","0.000","-99.000","-99.000","-99.000","18.700","","18.100",""
"C0S740","2019-09-23 06:00:00","289.000","0.000","0.200","20.000","0.980","984.100","","0.500","-99.000","-99.000","-99.000","20.700","","19.700",""
"C0A940","2019-09-23 06:00:00","49.000","22.000","1.000","23.800","0.700","1011.400","","0.000","-99.000","-99.000","-99.000","24.300","","23.200",""
"C0A920","2019-09-23 06:00:00","196.000","25.000","2.000","22.100","1.000","993.700","","0.000","-99.000","-99.000","-99.000","22.800","","21.700",""
"C0T870","2019-09-23 06:00:00","135.000","0.000","0.000","20.500","0.990","1000.400","","0.000","-99.000","-99.000","-99.000","21.000","","20.400",""
"C0O930","2019-09-23 06:00:00","69.000","0.000","0.100","20.300","1.000","1007.400","","0.000","-99.000","-99.000","-99.000","21.500","","20.200",""
"C0AI40","2019-09-23 06:00:00","37.000","355.000","0.500","22.400","0.800","1012.800","","0.000","-99.000","-99.000","-99.000","22.800","","22.000",""
"C0C460","2019-09-23 06:00:00","482.000","0.000","0.000","17.500","0.940","963.100","","0.000","-99.000","-99.000","-99.000","18.300","","17.300",""
"C0E520","2019-09-23 06:00:00","320.000","63.000","0.300","18.000","0.970","979.400","","0.000","-99.000","-99.000","-99.000","20.000","","18.000",""
"C0T9D0","2019-09-23 06:00:00","7.000","0.000","0.000","21.400","0.990","1015.400","","0.000","-99.000","-99.000","-99.000","22.000","","21.300",""
"C0I390","2019-09-23 06:00:00","1184.000","95.000","0.900","17.400","1.000","888.200","","0.000","-99.000","-99.000","-99.000","18.700","","17.400",""
"C0B020","2019-09-23 06:00:00","86.000","350.000","5.100","24.300","0.970","1004.800","","0.000","-99.000","-99.000","-99.000","24.700","","24.100",""
"CM0170","2019-09-23 06:00:00","106.000","95.000","0.700","21.900","0.860","1003.300","","0.000","-99.000","-99.000","-99.000","22.800","","21.500",""
"C0F860","2019-09-23 06:00:00","2215.000","212.000","0.800","12.600","1.000","783.300","","0.000","-99.000","-99.000","-99.000","13.000","","12.400",""
"C0U890","2019-09-23 06:00:00","116.000","253.000","2.000","21.900","0.880","1004.400","","0.000","-99.000","-99.000","-99.000","22.800","","21.800",""
"C0G800","2019-09-23 06:00:00","15.000","32.000","4.800","23.100","0.720","1012.600","","0.000","12.300","53.000","","23.800","","23.100",""
"C0F850","2019-09-23 06:00:00","379.000","0.000","0.000","19.900","0.840","971.700","","0.000","-99.000","-99.000","-99.000","21.000","","19.900",""
"C0AH50","2019-09-23 06:00:00","275.000","23.000","2.200","21.700","0.950","985.300","","0.000","-99.000","-99.000","-99.000","22.600","","21.600",""
"C0Z160","2019-09-23 06:00:00","124.000","0.000","0.000","21.500","0.950","1002.900","","0.000","-99.000","-99.000","-99.000","21.700","","18.900",""
"C0R540","2019-09-23 06:00:00","17.000","21.000","1.400","25.800","0.780","1011.700","","0.000","-99.000","-99.000","-99.000","26.500","","25.400",""
"C0K480","2019-09-23 06:00:00","56.000","358.000","1.800","22.200","0.820","1007.800","","0.000","-99.000","-99.000","-99.000","23.000","","22.200",""
"C0H890","2019-09-23 06:00:00","440.000","184.000","0.300","21.000","0.910","964.400","","0.000","-99.000","-99.000","-99.000","22.100","","21.000",""
"C0S770","2019-09-23 06:00:00","375.000","326.000","0.600","21.100","0.900","973.000","","3.000","-99.000","-99.000","-99.000","21.200","","20.400",""
"C0X230","2019-09-23 06:00:00","29.000","3.000","1.300","21.500","0.820","1012.600","","0.000","-99.000","-99.000","-99.000","22.800","","21.400",""
"C0B010","2019-09-23 06:00:00","38.000","178.000","0.600","21.300","0.980","1009.800","","1.000","-99.000","-99.000","-99.000","21.700","","21.200",""
"C1R340","2019-09-23 06:00:00","230.000","-99.000","-99.000","-99.000","0.990","-99.000","","11.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R490","2019-09-23 06:00:00","49.000","346.000","1.200","24.300","0.890","1008.000","","0.000","-99.000","-99.000","-99.000","25.600","","24.300",""
"C0V440","2019-09-23 06:00:00","27.000","313.000","0.900","23.500","0.770","1010.600","","0.000","-99.000","-99.000","-99.000","24.500","","23.200",""
"C0SA40","2019-09-23 06:00:00","200.000","297.000","0.600","20.800","0.930","993.300","","0.500","-99.000","-99.000","-99.000","21.500","","20.800",""
"C0Z280","2019-09-23 06:00:00","224.000","128.000","1.000","20.400","0.990","991.900","","0.500","-99.000","-99.000","-99.000","21.000","","20.200",""
"C0Z070","2019-09-23 06:00:00","247.000","0.000","0.000","19.900","0.990","987.900","","0.500","-99.000","-99.000","-99.000","20.400","","19.500",""
"C0T9N0","2019-09-23 06:00:00","261.000","347.000","1.100","20.600","0.940","986.400","","0.000","-99.000","-99.000","-99.000","20.900","","20.000",""
"C0K470","2019-09-23 06:00:00","97.000","113.000","0.700","21.300","0.990","1003.200","","0.000","-99.000","-99.000","-99.000","22.300","","21.200",""
"C0R720","2019-09-23 06:00:00","214.000","-99.000","-99.000","-99.000","-99.000","-99.000","","14.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V650","2019-09-23 06:00:00","28.000","22.000","3.100","23.400","0.700","1012.800","","0.000","-99.000","-99.000","-99.000","25.100","","23.100",""
"C0H9C0","2019-09-23 06:00:00","3402.000","301.000","1.300","6.600","1.000","678.500","","0.500","-99.000","-99.000","-99.000","6.600","","4.900",""
"C0U780","2019-09-23 06:00:00","15.000","276.000","0.600","22.800","0.730","1015.200","","0.000","-99.000","-99.000","-99.000","23.900","","22.800",""
"C0U760","2019-09-23 06:00:00","22.000","290.000","0.900","24.100","0.680","1014.700","","0.000","-99.000","-99.000","-99.000","25.300","","23.200",""
"C0X290","2019-09-23 06:00:00","10.000","26.000","4.900","24.300","0.760","1013.300","","0.000","-99.000","-99.000","-99.000","25.300","","24.200",""
"C0R420","2019-09-23 06:00:00","504.000","91.000","3.200","18.800","-99.000","953.800","","13.500","-99.000","-99.000","-99.000","20.300","","18.800",""
"C0E830","2019-09-23 06:00:00","37.000","43.000","2.800","23.400","0.710","1010.600","","0.000","-99.000","-99.000","-99.000","24.600","","23.400",""
"C0M720","2019-09-23 06:00:00","225.000","93.000","0.500","21.500","0.890","988.800","","0.000","-99.000","-99.000","-99.000","22.100","","21.000",""
"C0V450","2019-09-23 06:00:00","51.000","336.000","1.000","23.700","0.990","1008.000","","0.000","-99.000","-99.000","-99.000","24.300","","22.400",""
"C0R280","2019-09-23 06:00:00","242.000","68.000","0.700","21.000","-99.000","987.400","","17.500","-99.000","-99.000","-99.000","22.000","","21.000",""
"C0E610","2019-09-23 06:00:00","850.000","0.000","0.000","16.400","0.780","921.600","","0.000","-99.000","-99.000","-99.000","17.800","","16.400",""
"C0Z310","2019-09-23 06:00:00","59.000","350.000","0.900","21.300","0.990","1009.600","","0.000","-99.000","-99.000","-99.000","21.700","","21.100",""
"C0S700","2019-09-23 06:00:00","507.000","59.000","0.500","20.000","0.970","959.800","","2.500","-99.000","-99.000","-99.000","20.000","","19.400",""
"C0T9G0","2019-09-23 06:00:00","605.000","40.000","0.700","19.400","0.990","950.200","","0.000","-99.000","-99.000","-99.000","19.400","","17.900",""
"C0U520","2019-09-23 06:00:00","517.000","238.000","1.000","19.100","0.990","960.900","","0.000","-99.000","-99.000","-99.000","19.900","","18.900",""
"C0E750","2019-09-23 06:00:00","62.000","43.000","1.700","22.600","0.720","1007.100","","0.000","-99.000","-99.000","-99.000","24.100","","22.600",""
"C0G660","2019-09-23 06:00:00","27.000","5.000","1.300","23.400","0.710","1013.000","","0.000","-99.000","-99.000","-99.000","24.000","","23.200",""
"C0W140","2019-09-23 06:00:00","21.000","5.000","1.300","24.000","0.690","1014.900","","0.000","-99.000","-99.000","-99.000","26.400","","23.700",""
"C0U720","2019-09-23 06:00:00","1260.000","13.000","1.000","15.200","1.000","890.400","","0.500","-99.000","-99.000","-99.000","15.400","","14.900",""
"C0R690","2019-09-23 06:00:00","248.000","357.000","1.300","21.000","-99.000","985.800","","27.000","-99.000","-99.000","-99.000","22.200","","20.900",""
"C0X150","2019-09-23 06:00:00","18.000","21.000","1.600","22.400","0.830","1013.800","","0.000","-99.000","-99.000","-99.000","24.100","","22.400",""
"C0Z050","2019-09-23 06:00:00","830.000","319.000","0.300","17.500","0.990","925.700","","0.500","-99.000","-99.000","-99.000","20.900","","17.000",""
"C0I490","2019-09-23 06:00:00","1601.000","0.000","0.000","16.000","0.900","844.200","","0.000","-99.000","-99.000","-99.000","16.000","","14.500",""
"C0I090","2019-09-23 06:00:00","910.000","170.000","0.800","18.900","0.750","914.700","","0.000","-99.000","-99.000","-99.000","20.200","","18.500",""
"C0X240","2019-09-23 06:00:00","394.000","191.000","0.500","19.300","0.950","970.800","","0.000","-99.000","-99.000","-99.000","20.700","","19.300",""
"C0S990","2019-09-23 06:00:00","409.000","357.000","3.000","21.000","0.950","969.700","","4.500","-99.000","-99.000","-99.000","21.400","","20.500",""
"C0E850","2019-09-23 06:00:00","104.000","50.000","0.700","21.900","0.760","1003.600","","0.000","-99.000","-99.000","-99.000","22.500","","21.900",""
"C0T9B0","2019-09-23 06:00:00","558.000","244.000","1.500","19.800","0.830","954.300","","0.000","-99.000","-99.000","-99.000","20.100","","19.000",""
"C0G650","2019-09-23 06:00:00","34.000","0.000","0.000","22.400","0.910","1010.400","","0.000","-99.000","-99.000","-99.000","23.900","","22.000",""
"C0K580","2019-09-23 06:00:00","26.000","4.000","1.700","22.800","0.800","1012.700","","0.000","-99.000","-99.000","-99.000","23.200","","22.300",""
"C0X050","2019-09-23 06:00:00","25.000","0.000","0.000","21.700","0.910","1010.700","","0.000","-99.000","-99.000","-99.000","23.500","","21.600",""
"CM0100","2019-09-23 06:00:00","25.000","71.000","1.800","23.000","0.680","1013.400","","0.000","-99.000","-99.000","-99.000","23.600","","22.000",""
"C0AC70","2019-09-23 06:00:00","71.000","0.000","0.000","21.900","0.830","1008.400","","0.000","-99.000","-99.000","-99.000","22.600","","21.700",""
"CM0130","2019-09-23 06:00:00","11.000","357.000","2.500","24.300","0.720","1013.900","","0.000","-99.000","-99.000","-99.000","25.600","","24.000",""
"C0W110","2019-09-23 06:00:00","16.000","15.000","6.000","-99.000","-99.000","1015.400","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R670","2019-09-23 06:00:00","26.000","55.000","1.800","24.800","-99.000","1012.100","","2.500","-99.000","-99.000","-99.000","25.100","","23.100",""
"C0X120","2019-09-23 06:00:00","28.000","353.000","1.500","22.800","0.790","1012.300","","0.000","-99.000","-99.000","-99.000","23.800","","22.700",""
"C0R100","2019-09-23 06:00:00","1006.000","300.000","0.500","18.300","0.990","905.000","","0.000","-99.000","-99.000","-99.000","19.100","","18.200",""
"C0C700","2019-09-23 06:00:00","151.000","65.000","1.200","22.200","0.710","999.700","","0.000","-99.000","-99.000","-99.000","23.100","","22.200",""
"C0W130","2019-09-23 06:00:00","18.000","23.000","5.100","25.200","0.720","1011.800","","0.000","12.800","28.000","","25.400","","25.000",""
"C0F9R0","2019-09-23 06:00:00","20.000","45.000","3.300","23.300","0.820","1013.200","","0.000","8.500","38.000","","24.200","","23.300",""
"C0V660","2019-09-23 06:00:00","25.000","4.000","1.900","23.200","0.840","1012.300","","0.000","-99.000","-99.000","-99.000","25.200","","23.200",""
"C0G780","2019-09-23 06:00:00","27.000","30.000","1.500","23.900","0.680","1011.000","","0.000","-99.000","-99.000","-99.000","24.700","","23.900",""
"C0C590","2019-09-23 06:00:00","72.000","41.000","1.300","22.400","0.700","1007.600","","0.000","-99.000","-99.000","-99.000","22.700","","21.600",""
"C0I520","2019-09-23 06:00:00","3860.000","-99.000","-99.000","5.000","0.640","643.300","","-99.000","-99.000","-99.000","-99.000","6.400","","4.900",""
"C0E530","2019-09-23 06:00:00","341.000","37.000","1.500","19.900","0.820","976.200","","0.000","-99.000","-99.000","-99.000","21.200","","19.900",""
"C0M790","2019-09-23 06:00:00","15.000","14.000","1.600","22.700","0.730","1011.700","","0.000","-99.000","-99.000","-99.000","23.200","","22.700",""
"C0R130","2019-09-23 06:00:00","1040.000","96.000","1.500","18.000","0.960","898.800","","3.500","-99.000","-99.000","-99.000","18.900","","17.100",""
"C0AH30","2019-09-23 06:00:00","755.000","341.000","4.600","17.100","1.000","931.600","","1.000","-99.000","-99.000","-99.000","17.900","","16.700",""
"C0X170","2019-09-23 06:00:00","50.000","32.000","1.600","22.000","0.880","1008.000","","0.000","-99.000","-99.000","-99.000","23.600","","21.900",""
"C0K291","2019-09-23 06:00:00","8.000","10.000","3.300","24.000","0.750","1014.000","","0.000","-99.000","-99.000","-99.000","24.600","","24.000",""
"C0D480","2019-09-23 06:00:00","223.000","0.000","0.000","19.500","0.930","990.300","","0.000","-99.000","-99.000","-99.000","20.100","","19.200",""
"C0U860","2019-09-23 06:00:00","5.000","0.000","0.100","23.500","0.760","1016.000","","0.000","-99.000","-99.000","-99.000","24.800","","23.500",""
"C0UA50","2019-09-23 06:00:00","808.000","320.000","1.400","16.700","0.990","926.400","","0.000","-99.000","-99.000","-99.000","17.200","","16.700",""
"C0T960","2019-09-23 06:00:00","120.000","0.000","0.000","21.000","0.990","1002.300","","0.500","-99.000","-99.000","-99.000","21.400","","20.800",""
"C0SA80","2019-09-23 06:00:00","136.000","220.000","1.000","21.900","0.990","999.800","","3.000","-99.000","-99.000","-99.000","22.500","","21.900",""
"C0E780","2019-09-23 06:00:00","160.000","0.000","0.100","21.200","0.810","997.200","","0.000","-99.000","-99.000","-99.000","22.700","","21.100",""
"C0F9Q0","2019-09-23 06:00:00","149.000","45.000","2.900","22.700","0.720","996.800","","0.000","-99.000","-99.000","-99.000","23.900","","21.800",""
"C0F9X0","2019-09-23 06:00:00","166.000","33.000","4.300","22.400","0.710","996.300","","0.000","-99.000","-99.000","-99.000","23.400","","22.400",""
"C0F0D0","2019-09-23 06:00:00","3171.000","162.000","4.600","7.400","0.860","699.700","","0.000","-99.000","-99.000","-99.000","7.800","","6.200",""
"C0S730","2019-09-23 06:00:00","110.000","51.000","10.900","23.800","0.890","1002.100","","0.500","-99.000","-99.000","-99.000","24.200","","21.900",""
"C0T790","2019-09-23 06:00:00","2830.000","297.000","1.600","8.000","0.990","729.300","","0.000","-99.000","-99.000","-99.000","9.300","","7.900",""
"C0M830","2019-09-23 06:00:00","540.000","0.000","0.000","20.100","0.990","955.100","","0.000","-99.000","-99.000","-99.000","20.900","","20.100",""
"C0V750","2019-09-23 06:00:00","50.000","9.000","2.100","23.400","0.890","1009.600","","0.000","-99.000","-99.000","-99.000","25.400","","23.300",""
"C0K530","2019-09-23 06:00:00","12.000","31.000","4.700","24.200","0.670","1013.300","","0.000","12.700","16.000","","24.900","","24.200",""
"C0G850","2019-09-23 06:00:00","62.000","0.000","0.200","24.500","0.780","1006.700","","0.000","-99.000","-99.000","-99.000","24.900","","24.200",""
"C0M780","2019-09-23 06:00:00","30.000","42.000","0.600","22.000","0.790","1011.500","","0.000","-99.000","-99.000","-99.000","23.000","","21.900",""
"C0V360","2019-09-23 06:00:00","94.000","0.000","0.100","21.300","0.960","1003.400","","0.000","-99.000","-99.000","-99.000","22.200","","21.000",""
"C0K510","2019-09-23 06:00:00","10.000","8.000","2.300","23.300","0.750","1012.800","","0.000","-99.000","-99.000","-99.000","23.900","","22.700",""
"C0D650","2019-09-23 06:00:00","97.000","78.000","2.300","22.000","0.760","1005.400","","0.000","-99.000","-99.000","-99.000","23.100","","21.600",""
"C0V630","2019-09-23 06:00:00","19.000","360.000","1.400","23.600","0.680","1014.300","","0.000","-99.000","-99.000","-99.000","24.900","","23.300",""
"C0U910","2019-09-23 06:00:00","17.000","281.000","1.500","23.200","0.750","1013.700","","0.000","-99.000","-99.000","-99.000","24.400","","22.500",""
"C0U600","2019-09-23 06:00:00","10.000","0.000","0.000","22.300","0.890","1014.900","","0.000","-99.000","-99.000","-99.000","24.000","","22.300",""
"C0G820","2019-09-23 06:00:00","29.000","5.000","0.400","23.000","0.810","1010.500","","0.000","-99.000","-99.000","-99.000","23.500","","22.500",""
"C0R590","2019-09-23 06:00:00","72.000","26.000","0.800","23.500","0.990","1005.700","","0.000","-99.000","-99.000","-99.000","25.100","","23.500",""
"C0A9E0","2019-09-23 06:00:00","26.000","257.000","0.700","22.200","0.830","1014.200","","0.000","-99.000","-99.000","-99.000","22.800","","22.100",""
"C0R480","2019-09-23 06:00:00","57.000","34.000","0.700","24.600","0.910","1007.600","","0.000","-99.000","-99.000","-99.000","25.600","","24.600",""
"C0X300","2019-09-23 06:00:00","70.000","0.000","0.000","20.800","0.960","1006.400","","0.000","-99.000","-99.000","-99.000","21.800","","20.800",""
"C0U970","2019-09-23 06:00:00","7.000","288.000","0.300","23.500","0.730","1016.500","","0.000","-99.000","-99.000","-99.000","24.200","","23.500",""
"C0M750","2019-09-23 06:00:00","10.000","21.000","3.900","23.800","0.740","1013.400","","0.000","-99.000","-99.000","-99.000","24.500","","23.500",""
"C0I110","2019-09-23 06:00:00","161.000","59.000","1.200","22.300","0.840","996.500","","0.000","-99.000","-99.000","-99.000","23.700","","22.100",""
"C0V370","2019-09-23 06:00:00","74.000","0.000","0.000","21.500","1.000","1006.300","","0.000","-99.000","-99.000","-99.000","22.600","","21.000",""
"C0C690","2019-09-23 06:00:00","242.000","60.000","2.700","21.300","0.670","988.900","","0.000","-99.000","-99.000","-99.000","22.300","","21.100",""
"C0A540","2019-09-23 06:00:00","401.000","0.000","0.000","18.800","0.990","969.800","","0.000","-99.000","-99.000","-99.000","19.200","","18.700",""
