"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0T9F0","2019-09-23 23:00:00","251.000","263.000","0.600","20.900","0.950","990.300","","7.000","-99.000","-99.000","-99.000","26.100","","19.900",""
"C0D390","2019-09-23 23:00:00","146.000","0.000","0.000","22.800","0.750","999.400","","0.000","-99.000","-99.000","-99.000","28.300","","19.200",""
"C0E430","2019-09-23 23:00:00","258.000","0.000","0.000","20.300","0.940","991.500","","0.000","-99.000","-99.000","-99.000","27.400","","18.800",""
"C0O990","2019-09-23 23:00:00","18.000","22.000","0.900","24.200","0.850","1014.400","","0.000","-99.000","-99.000","-99.000","32.100","","21.900",""
"CM0010","2019-09-23 23:00:00","68.000","0.000","0.000","23.300","-99.000","1011.500","","0.000","-99.000","-99.000","-99.000","26.500","","20.500",""
"C0K500","2019-09-23 23:00:00","12.000","17.000","1.600","23.100","0.800","1014.400","","0.000","-99.000","-99.000","-99.000","30.200","","22.700",""
"C0X260","2019-09-23 23:00:00","39.000","1.000","0.800","23.100","0.850","1012.800","","0.000","-99.000","-99.000","-99.000","31.500","","21.600",""
"C0ACA0","2019-09-23 23:00:00","25.000","0.000","0.100","23.900","0.740","1014.900","","0.000","-99.000","-99.000","-99.000","26.800","","22.100",""
"C0X180","2019-09-23 23:00:00","62.000","0.000","0.100","23.400","0.910","1009.000","","0.000","-99.000","-99.000","-99.000","32.300","","21.400",""
"C0F930","2019-09-23 23:00:00","100.000","35.000","0.300","23.400","0.890","1005.200","","0.000","-99.000","-99.000","-99.000","31.100","","23.300",""
"C0I010","2019-09-23 23:00:00","1562.000","98.000","0.400","15.000","0.900","852.800","","0.000","-99.000","-99.000","-99.000","23.000","","14.800",""
"C0R190","2019-09-23 23:00:00","32.000","140.000","0.700","25.200","0.900","1012.300","","0.000","-99.000","-99.000","-99.000","31.400","","24.200",""
"C0E420","2019-09-23 23:00:00","19.000","41.000","2.400","23.300","0.740","1013.400","","0.000","-99.000","-99.000","-99.000","28.400","","21.800",""
"C0W160","2019-09-23 23:00:00","49.000","60.000","11.200","24.800","0.720","1009.900","","0.000","-99.000","-99.000","-99.000","26.800","","24.600",""
"C0I460","2019-09-23 23:00:00","110.000","266.000","0.500","24.100","0.780","1004.300","","0.000","-99.000","-99.000","-99.000","31.200","","22.600",""
"C0A9F0","2019-09-23 23:00:00","35.000","0.000","0.100","23.600","0.850","1015.500","","0.000","-99.000","-99.000","-99.000","27.900","","21.600",""
"C0F9A0","2019-09-23 23:00:00","425.000","0.000","0.000","21.300","0.870","968.100","","0.000","-99.000","-99.000","-99.000","31.500","","20.400",""
"C0O950","2019-09-23 23:00:00","4.000","351.000","0.700","24.200","0.820","1015.400","","0.000","-99.000","-99.000","-99.000","30.500","","21.900",""
"C0M760","2019-09-23 23:00:00","40.000","14.000","0.600","23.600","0.830","1012.400","","0.000","-99.000","-99.000","-99.000","31.500","","22.500",""
"C0AH70","2019-09-23 23:00:00","34.000","73.000","0.700","24.600","0.690","1015.300","","0.000","-99.000","-99.000","-99.000","27.400","","22.500",""
"C0V250","2019-09-23 23:00:00","298.000","96.000","0.400","20.900","0.980","983.000","","0.000","-99.000","-99.000","-99.000","29.900","","20.900",""
"C0U980","2019-09-23 23:00:00","573.000","327.000","1.600","18.000","0.980","955.900","","0.000","-99.000","-99.000","-99.000","24.300","","18.000",""
"C0S740","2019-09-23 23:00:00","289.000","37.000","1.500","20.700","1.000","987.000","","0.500","-99.000","-99.000","-99.000","24.400","","19.700",""
"C0A940","2019-09-23 23:00:00","49.000","60.000","1.100","24.200","0.770","1013.900","","0.000","-99.000","-99.000","-99.000","27.800","","23.200",""
"C0A920","2019-09-23 23:00:00","196.000","67.000","1.900","22.500","1.000","996.000","","0.000","-99.000","-99.000","-99.000","25.800","","21.700",""
"C0T870","2019-09-23 23:00:00","135.000","163.000","0.800","22.000","0.970","1003.300","","3.500","-99.000","-99.000","-99.000","25.600","","20.400",""
"C0O930","2019-09-23 23:00:00","69.000","0.000","0.100","21.500","1.000","1009.600","","0.000","-99.000","-99.000","-99.000","31.100","","20.200",""
"C0AI40","2019-09-23 23:00:00","37.000","0.000","0.000","23.800","0.720","1014.900","","0.000","-99.000","-99.000","-99.000","27.700","","22.000",""
"C0C460","2019-09-23 23:00:00","482.000","0.000","0.000","18.600","0.820","964.600","","0.000","-99.000","-99.000","-99.000","25.000","","17.300",""
"C0E520","2019-09-23 23:00:00","320.000","0.000","0.000","19.400","0.950","981.200","","0.000","-99.000","-99.000","-99.000","28.100","","18.000",""
"C0T9D0","2019-09-23 23:00:00","7.000","0.000","0.100","22.600","0.990","1018.300","","0.000","-99.000","-99.000","-99.000","27.300","","21.300",""
"C0I390","2019-09-23 23:00:00","1184.000","92.000","1.500","17.400","0.940","890.500","","0.000","-99.000","-99.000","-99.000","24.800","","17.300",""
"C0B020","2019-09-23 23:00:00","86.000","9.000","4.000","24.600","0.990","1007.300","","0.000","-99.000","-99.000","-99.000","25.900","","24.100",""
"CM0170","2019-09-23 23:00:00","106.000","0.000","0.000","21.800","0.930","1005.500","","0.000","-99.000","-99.000","-99.000","30.400","","21.400",""
"C0F860","2019-09-23 23:00:00","2215.000","173.000","0.300","11.300","1.000","785.400","","0.000","-99.000","-99.000","-99.000","18.500","","11.200",""
"C0U890","2019-09-23 23:00:00","116.000","277.000","2.400","22.500","0.930","1007.200","","0.000","-99.000","-99.000","-99.000","26.600","","21.800",""
"C0F850","2019-09-23 23:00:00","379.000","0.000","0.000","21.400","0.870","973.400","","0.000","-99.000","-99.000","-99.000","28.100","","19.900",""
"C0AH50","2019-09-23 23:00:00","275.000","89.000","1.500","22.000","0.990","987.400","","0.000","-99.000","-99.000","-99.000","25.100","","21.600",""
"C0Z160","2019-09-23 23:00:00","124.000","159.000","1.000","22.000","0.970","1006.100","","5.500","-99.000","-99.000","-99.000","26.600","","18.900",""
"C0R540","2019-09-23 23:00:00","17.000","97.000","1.200","25.200","0.830","1014.300","","0.000","-99.000","-99.000","-99.000","29.600","","25.200",""
"C0K480","2019-09-23 23:00:00","56.000","343.000","1.000","22.600","0.860","1010.100","","0.000","-99.000","-99.000","-99.000","29.900","","22.100",""
"C0H890","2019-09-23 23:00:00","440.000","205.000","0.600","21.900","0.860","966.700","","0.000","-99.000","-99.000","-99.000","29.500","","21.000",""
"C0S770","2019-09-23 23:00:00","375.000","351.000","0.800","22.200","0.850","975.800","","3.000","-99.000","-99.000","-99.000","25.000","","20.400",""
"C0B010","2019-09-23 23:00:00","38.000","95.000","1.100","23.500","0.860","1012.200","","1.000","-99.000","-99.000","-99.000","26.200","","21.200",""
"C1R340","2019-09-23 23:00:00","230.000","-99.000","-99.000","-99.000","0.930","-99.000","","11.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R490","2019-09-23 23:00:00","49.000","0.000","0.000","25.400","0.830","1010.600","","0.000","-99.000","-99.000","-99.000","30.900","","24.300",""
"C0V440","2019-09-23 23:00:00","27.000","322.000","0.700","24.400","0.760","1013.000","","0.000","-99.000","-99.000","-99.000","30.800","","23.200",""
"C0SA40","2019-09-23 23:00:00","200.000","296.000","0.400","21.900","0.950","996.400","","0.500","-99.000","-99.000","-99.000","26.200","","20.800",""
"C0Z280","2019-09-23 23:00:00","224.000","0.000","0.000","21.200","0.990","995.000","","7.000","-99.000","-99.000","-99.000","25.100","","20.200",""
"C0Z070","2019-09-23 23:00:00","247.000","0.000","0.000","21.100","0.990","991.000","","4.500","-99.000","-99.000","-99.000","23.400","","19.500",""
"C0T9N0","2019-09-23 23:00:00","261.000","53.000","1.000","21.000","1.000","989.700","","0.000","-99.000","-99.000","-99.000","24.700","","20.000",""
"C0K470","2019-09-23 23:00:00","97.000","114.000","0.900","21.300","0.990","1005.500","","0.000","-99.000","-99.000","-99.000","31.200","","21.200",""
"C0R720","2019-09-23 23:00:00","214.000","-99.000","-99.000","-99.000","-99.000","-99.000","","14.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V650","2019-09-23 23:00:00","28.000","4.000","1.800","25.400","0.660","1015.200","","0.000","-99.000","-99.000","-99.000","30.000","","23.100",""
"C0H9C0","2019-09-23 23:00:00","3402.000","279.000","2.000","6.900","0.830","680.400","","0.500","-99.000","-99.000","-99.000","14.000","","4.900",""
"C0U780","2019-09-23 23:00:00","15.000","250.000","0.900","23.600","0.750","1018.000","","0.000","-99.000","-99.000","-99.000","27.300","","22.800",""
"C0U760","2019-09-23 23:00:00","22.000","0.000","0.000","22.700","0.810","1017.700","","0.000","-99.000","-99.000","-99.000","27.900","","22.700",""
"C0X290","2019-09-23 23:00:00","10.000","24.000","3.900","24.700","0.790","1015.600","","0.000","-99.000","-99.000","-99.000","28.700","","24.200",""
"C0K240","2019-09-23 23:00:00","1132.000","258.000","2.100","18.500","0.990","896.200","","0.000","-99.000","-99.000","-99.000","25.100","","17.800",""
"C0M520","2019-09-23 23:00:00","15.000","21.000","1.200","23.200","0.820","1014.600","","0.000","-99.000","-99.000","-99.000","31.500","","21.600",""
"C0A530","2019-09-23 23:00:00","300.000","0.000","0.000","20.000","0.990","985.100","","0.500","-99.000","-99.000","-99.000","24.600","","19.400",""
"C0E820","2019-09-23 23:00:00","220.000","195.000","0.300","20.000","0.910","992.400","","0.000","-99.000","-99.000","-99.000","27.100","","18.400",""
"C0K450","2019-09-23 23:00:00","35.000","10.000","1.000","23.000","0.820","1012.100","","0.000","-99.000","-99.000","-99.000","30.300","","22.100",""
"C0G760","2019-09-23 23:00:00","53.000","0.000","0.200","22.400","0.990","1013.000","","0.000","-99.000","-99.000","-99.000","31.600","","22.000",""
"CM0120","2019-09-23 23:00:00","4.000","48.000","4.800","24.800","0.680","1016.200","","0.000","-99.000","-99.000","-99.000","27.400","","24.600",""
"C0Z290","2019-09-23 23:00:00","946.000","0.000","0.000","17.700","0.990","914.700","","9.000","-99.000","-99.000","-99.000","18.600","","16.200",""
"C0V680","2019-09-23 23:00:00","40.000","3.000","0.900","25.500","0.740","1012.000","","0.000","-99.000","-99.000","-99.000","30.400","","23.200",""
"C0F9U0","2019-09-23 23:00:00","74.000","58.000","0.900","25.000","0.690","1008.200","","0.000","-99.000","-99.000","-99.000","31.500","","24.300",""
"C0AI10","2019-09-23 23:00:00","76.000","0.000","0.200","21.500","0.930","1009.800","","0.000","-99.000","-99.000","-99.000","27.000","","20.400",""
"C0V530","2019-09-23 23:00:00","34.000","21.000","0.600","23.900","1.000","1012.400","","0.000","-99.000","-99.000","-99.000","32.400","","21.700",""
"C0R550","2019-09-23 23:00:00","38.000","96.000","2.100","24.800","0.890","1012.900","","0.000","-99.000","-99.000","-99.000","30.500","","24.400",""
"C0F9L0","2019-09-23 23:00:00","253.000","57.000","1.200","21.800","0.860","987.800","","0.000","-99.000","-99.000","-99.000","28.800","","21.800",""
"C0A950","2019-09-23 23:00:00","60.000","11.000","5.200","24.600","0.740","1012.200","","0.000","-99.000","-99.000","-99.000","25.600","","24.300",""
"C0R160","2019-09-23 23:00:00","45.000","239.000","0.900","25.000","0.990","1010.700","","0.000","-99.000","-99.000","-99.000","30.400","","23.600",""
"C0F9S0","2019-09-23 23:00:00","43.000","357.000","2.400","23.900","0.710","1011.900","","0.000","-99.000","-99.000","-99.000","30.900","","23.900",""
"C0M820","2019-09-23 23:00:00","980.000","0.000","0.000","19.600","0.880","909.900","","0.000","-99.000","-99.000","-99.000","25.000","","18.200",""
"C0G870","2019-09-23 23:00:00","12.000","17.000","2.500","24.200","0.740","1016.300","","0.000","-99.000","-99.000","-99.000","29.300","","24.000",""
"C0O840","2019-09-23 23:00:00","134.000","38.000","0.400","22.000","1.000","999.700","","0.000","-99.000","-99.000","-99.000","31.000","","20.600",""
"C0A890","2019-09-23 23:00:00","40.000","0.000","0.200","21.600","0.910","1013.900","","0.500","-99.000","-99.000","-99.000","27.100","","21.000",""
"C0A660","2019-09-23 23:00:00","97.000","33.000","1.300","23.600","0.960","1007.200","","0.000","-99.000","-99.000","-99.000","25.700","","20.300",""
"C0T9H0","2019-09-23 23:00:00","725.000","28.000","3.100","18.500","0.990","938.700","","13.500","-99.000","-99.000","-99.000","23.400","","17.200",""
"C0R270","2019-09-23 23:00:00","51.000","266.000","1.300","24.400","0.900","1009.800","","0.000","-99.000","-99.000","-99.000","30.700","","22.900",""
"C0O980","2019-09-23 23:00:00","18.000","16.000","1.000","23.600","0.830","1015.700","","0.000","-99.000","-99.000","-99.000","33.000","","21.500",""
"C0T9I0","2019-09-23 23:00:00","152.000","211.000","1.900","21.100","0.950","1002.800","","9.000","-99.000","-99.000","-99.000","24.800","","20.300",""
"C0V760","2019-09-23 23:00:00","30.000","31.000","1.300","25.600","0.750","1013.800","","0.000","-99.000","-99.000","-99.000","31.600","","23.500",""
"C0AG90","2019-09-23 23:00:00","25.000","108.000","0.800","24.000","0.750","1016.700","","0.000","-99.000","-99.000","-99.000","27.500","","21.200",""
"C0R570","2019-09-23 23:00:00","37.000","33.000","1.500","25.400","0.850","1011.400","","0.000","-99.000","-99.000","-99.000","31.000","","25.100",""
"C0O900","2019-09-23 23:00:00","9.000","12.000","1.700","23.900","0.880","1015.900","","0.000","-99.000","-99.000","-99.000","32.300","","21.600",""
"C0AD00","2019-09-23 23:00:00","86.000","67.000","0.700","24.400","0.790","1009.500","","0.000","-99.000","-99.000","-99.000","27.200","","24.000",""
"C0V700","2019-09-23 23:00:00","24.000","6.000","1.000","26.700","0.690","1013.000","","0.000","-99.000","-99.000","-99.000","29.500","","24.600",""
"C0AH00","2019-09-23 23:00:00","38.000","0.000","0.000","23.300","0.930","1014.200","","0.000","-99.000","-99.000","-99.000","26.500","","21.200",""
"C0X080","2019-09-23 23:00:00","2.000","20.000","1.400","23.800","0.840","1016.400","","0.000","-99.000","-99.000","-99.000","32.500","","22.400",""
"CM0150","2019-09-23 23:00:00","11.000","7.000","1.500","23.900","0.790","1016.900","","0.500","-99.000","-99.000","-99.000","27.500","","22.200",""
"C0I480","2019-09-23 23:00:00","2165.000","0.000","0.000","10.400","0.990","792.900","","0.500","-99.000","-99.000","-99.000","17.500","","10.400",""
"C0A860","2019-09-23 23:00:00","362.000","36.000","2.600","20.800","0.930","977.700","","0.500","-99.000","-99.000","-99.000","24.200","","19.300",""
"C0U940","2019-09-23 23:00:00","25.000","227.000","1.000","22.800","0.820","1017.300","","0.000","-99.000","-99.000","-99.000","28.000","","21.700",""
"C0S970","2019-09-23 23:00:00","19.000","330.000","1.000","24.700","0.770","1015.700","","1.000","-99.000","-99.000","-99.000","28.200","","23.100",""
"C0V260","2019-09-23 23:00:00","126.000","50.000","0.600","23.900","0.920","1002.600","","0.000","-99.000","-99.000","-99.000","33.200","","23.500",""
"C0H990","2019-09-23 23:00:00","3076.000","237.000","4.000","6.300","0.930","709.900","","0.000","-99.000","-99.000","-99.000","10.300","","5.500",""
"C0F9K0","2019-09-23 23:00:00","30.000","25.000","1.500","22.700","0.790","1012.000","","0.000","-99.000","-99.000","-99.000","27.600","","22.700",""
"C0AH90","2019-09-23 23:00:00","660.000","0.000","0.000","17.100","0.990","948.000","","0.000","-99.000","-99.000","-99.000","24.200","","17.100",""
"C0W150","2019-09-23 23:00:00","42.000","70.000","2.500","25.800","0.660","1014.600","","0.000","-99.000","-99.000","-99.000","30.600","","25.100",""
"C0F000","2019-09-23 23:00:00","273.000","40.000","2.000","22.100","0.860","983.900","","0.000","-99.000","-99.000","-99.000","28.900","","21.800",""
"C0K410","2019-09-23 23:00:00","20.000","16.000","1.900","23.500","0.770","1013.700","","0.000","-99.000","-99.000","-99.000","30.400","","23.100",""
"C0R140","2019-09-23 23:00:00","740.000","0.000","0.000","20.400","1.000","936.900","","1.000","-99.000","-99.000","-99.000","27.200","","19.400",""
"C0V800","2019-09-23 23:00:00","256.000","264.000","0.500","23.400","0.910","986.000","","0.000","-99.000","-99.000","-99.000","31.100","","23.400",""
"C0S830","2019-09-23 23:00:00","288.000","6.000","3.600","21.900","0.860","987.400","","0.500","-99.000","-99.000","-99.000","25.000","","20.900",""
"C0S920","2019-09-23 23:00:00","98.000","0.000","0.100","23.000","0.930","1002.400","","2.000","-99.000","-99.000","-99.000","28.100","","22.300",""
"C0V640","2019-09-23 23:00:00","35.000","14.000","1.600","25.100","0.790","1012.700","","0.000","-99.000","-99.000","-99.000","31.500","","22.600",""
"C0AH80","2019-09-23 23:00:00","68.000","0.000","0.000","21.400","0.930","1010.700","","0.000","-99.000","-99.000","-99.000","26.300","","19.700",""
"C0K250","2019-09-23 23:00:00","12.000","17.000","1.100","22.000","0.860","1015.500","","0.000","-99.000","-99.000","-99.000","31.900","","22.000",""
"C0I410","2019-09-23 23:00:00","180.000","0.000","0.000","23.000","0.820","995.800","","0.000","-99.000","-99.000","-99.000","30.800","","21.900",""
"C0M410","2019-09-23 23:00:00","245.000","349.000","0.700","22.300","1.000","985.400","","0.000","-99.000","-99.000","-99.000","30.400","","20.500",""
"C0F9Z0","2019-09-23 23:00:00","3193.000","168.000","1.100","8.800","0.680","700.000","","0.000","-99.000","-99.000","-99.000","12.700","","6.000",""
"C0G810","2019-09-23 23:00:00","26.000","330.000","0.700","24.300","0.790","1012.800","","0.000","-99.000","-99.000","-99.000","31.500","","23.800",""
"C0U650","2019-09-23 23:00:00","442.000","0.000","0.100","20.200","0.830","969.800","","0.000","-99.000","-99.000","-99.000","25.700","","19.600",""
"C0D660","2019-09-23 23:00:00","65.000","65.000","2.100","23.700","0.740","1010.200","","0.000","-99.000","-99.000","-99.000","27.200","","22.900",""
"C0E540","2019-09-23 23:00:00","32.000","44.000","1.600","22.600","0.800","1014.000","","0.000","-99.000","-99.000","-99.000","29.200","","22.000",""
"C0W170","2019-09-23 23:00:00","42.000","52.000","4.300","24.400","0.630","1013.900","","0.000","9.500","69.000","","26.600","","24.000",""
"C0Z150","2019-09-23 23:00:00","27.000","223.000","3.000","22.500","0.990","1016.400","","19.000","-99.000","-99.000","-99.000","26.500","","21.900",""
"C0S840","2019-09-23 23:00:00","22.000","288.000","1.400","24.000","0.860","1017.100","","7.500","-99.000","-99.000","-99.000","28.100","","22.600",""
"C0H9A0","2019-09-23 23:00:00","1595.000","294.000","0.300","14.200","0.990","850.200","","0.000","-99.000","-99.000","-99.000","25.000","","13.000",""
"C0Z300","2019-09-23 23:00:00","182.000","60.000","0.600","21.300","0.990","999.800","","3.000","-99.000","-99.000","-99.000","24.700","","20.300",""
"C0G730","2019-09-23 23:00:00","27.000","17.000","2.200","22.900","0.850","1014.500","","0.000","-99.000","-99.000","-99.000","29.000","","22.900",""
"C0V730","2019-09-23 23:00:00","33.000","355.000","1.300","26.100","0.760","1013.300","","0.000","-99.000","-99.000","-99.000","30.400","","24.500",""
"C0K490","2019-09-23 23:00:00","91.000","0.000","0.000","22.900","0.850","1006.100","","0.000","-99.000","-99.000","-99.000","31.200","","21.600",""
"C0V820","2019-09-23 23:00:00","441.000","146.000","0.300","20.300","0.990","969.400","","0.000","-99.000","-99.000","-99.000","29.300","","20.300",""
"C0S810","2019-09-23 23:00:00","65.000","15.000","1.300","23.500","0.860","1013.500","","0.000","-99.000","-99.000","-99.000","28.900","","22.100",""
"C0R580","2019-09-23 23:00:00","10.000","115.000","1.100","25.000","0.880","1015.300","","0.000","-99.000","-99.000","-99.000","29.500","","24.700",""
"C0Z330","2019-09-23 23:00:00","488.000","341.000","1.200","20.000","0.990","965.500","","5.000","-99.000","-99.000","-99.000","23.000","","18.500",""
"C0E590","2019-09-23 23:00:00","40.000","39.000","0.900","22.100","0.820","1011.800","","0.000","-99.000","-99.000","-99.000","29.200","","22.000",""
"C0D540","2019-09-23 23:00:00","227.000","0.000","0.200","20.300","0.870","992.700","","0.000","-99.000","-99.000","-99.000","26.800","","18.400",""
"C0K420","2019-09-23 23:00:00","42.000","2.000","1.600","22.600","0.800","1011.900","","0.000","-99.000","-99.000","-99.000","30.500","","22.200",""
"C0Z180","2019-09-23 23:00:00","34.000","200.000","0.700","23.100","0.890","1014.900","","3.000","-99.000","-99.000","-99.000","27.200","","22.400",""
"C0AD10","2019-09-23 23:00:00","27.000","136.000","1.000","22.900","0.760","1015.300","","0.000","-99.000","-99.000","-99.000","26.900","","22.900",""
"C0M720","2019-09-23 23:00:00","225.000","106.000","0.300","22.700","0.870","991.000","","0.000","-99.000","-99.000","-99.000","29.900","","21.000",""
"C0R280","2019-09-23 23:00:00","242.000","60.000","1.500","22.400","-99.000","989.900","","17.500","-99.000","-99.000","-99.000","26.000","","21.000",""
"C0E610","2019-09-23 23:00:00","850.000","0.000","0.000","19.400","0.720","923.500","","0.000","-99.000","-99.000","-99.000","24.300","","16.400",""
"C0V610","2019-09-23 23:00:00","22.000","360.000","2.000","25.700","0.730","1013.900","","0.000","-99.000","-99.000","-99.000","30.500","","23.300",""
"C0Z310","2019-09-23 23:00:00","59.000","339.000","0.800","23.200","0.930","1012.400","","0.000","-99.000","-99.000","-99.000","27.100","","21.100",""
"C0S700","2019-09-23 23:00:00","507.000","0.000","0.200","20.200","0.990","962.600","","3.500","-99.000","-99.000","-99.000","24.100","","19.400",""
"C0T9G0","2019-09-23 23:00:00","605.000","42.000","2.200","17.900","0.990","953.000","","9.000","-99.000","-99.000","-99.000","24.400","","17.900",""
"C0U520","2019-09-23 23:00:00","517.000","242.000","1.100","18.500","0.990","963.600","","0.000","-99.000","-99.000","-99.000","25.300","","18.500",""
"C0E750","2019-09-23 23:00:00","62.000","44.000","1.300","23.200","0.740","1008.800","","0.000","-99.000","-99.000","-99.000","28.900","","22.600",""
"C0G660","2019-09-23 23:00:00","27.000","349.000","1.500","22.900","0.780","1015.100","","0.000","-99.000","-99.000","-99.000","31.300","","22.900",""
"C0W140","2019-09-23 23:00:00","21.000","53.000","2.900","25.200","0.670","1017.200","","0.000","-99.000","-99.000","-99.000","29.600","","23.700",""
"C0U720","2019-09-23 23:00:00","1260.000","341.000","1.200","14.600","1.000","893.100","","2.000","-99.000","-99.000","-99.000","18.900","","14.600",""
"C0R690","2019-09-23 23:00:00","248.000","24.000","1.200","22.300","-99.000","988.400","","27.000","-99.000","-99.000","-99.000","27.100","","20.900",""
"C0X150","2019-09-23 23:00:00","18.000","23.000","1.400","24.300","0.830","1016.000","","0.000","-99.000","-99.000","-99.000","32.300","","22.400",""
"C0Z050","2019-09-23 23:00:00","830.000","0.000","0.000","18.300","0.980","928.500","","1.000","-99.000","-99.000","-99.000","20.900","","17.000",""
"C0I490","2019-09-23 23:00:00","1601.000","66.000","0.600","14.900","0.990","846.300","","0.000","-99.000","-99.000","-99.000","23.600","","14.500",""
"C0I090","2019-09-23 23:00:00","910.000","182.000","0.700","20.100","0.900","917.200","","0.000","-99.000","-99.000","-99.000","25.200","","18.500",""
"C0X240","2019-09-23 23:00:00","394.000","184.000","0.700","20.500","0.960","973.000","","0.000","-99.000","-99.000","-99.000","29.600","","19.300",""
"C0S990","2019-09-23 23:00:00","409.000","11.000","2.900","22.100","0.870","972.400","","4.500","-99.000","-99.000","-99.000","24.900","","20.500",""
"C0E850","2019-09-23 23:00:00","104.000","54.000","0.300","22.200","0.790","1005.000","","0.000","-99.000","-99.000","-99.000","28.000","","21.400",""
"C0T9B0","2019-09-23 23:00:00","558.000","256.000","1.100","19.700","0.900","957.200","","13.000","-99.000","-99.000","-99.000","22.400","","19.000",""
"C0G650","2019-09-23 23:00:00","34.000","0.000","0.100","22.900","0.960","1012.600","","0.000","-99.000","-99.000","-99.000","32.000","","22.000",""
"C0K580","2019-09-23 23:00:00","26.000","357.000","1.000","22.800","0.830","1014.900","","0.000","-99.000","-99.000","-99.000","31.500","","22.300",""
"C0X050","2019-09-23 23:00:00","25.000","36.000","0.300","23.900","0.830","1012.800","","0.000","-99.000","-99.000","-99.000","32.900","","21.600",""
"CM0100","2019-09-23 23:00:00","25.000","19.000","2.100","23.600","0.720","1014.800","","0.000","-99.000","-99.000","-99.000","27.400","","22.000",""
"C0AC70","2019-09-23 23:00:00","71.000","102.000","0.500","24.000","0.770","1010.600","","0.000","-99.000","-99.000","-99.000","27.000","","21.700",""
"CM0130","2019-09-23 23:00:00","11.000","355.000","2.700","25.100","0.730","1016.200","","0.000","-99.000","-99.000","-99.000","27.600","","24.000",""
"C0W110","2019-09-23 23:00:00","16.000","33.000","4.200","-99.000","-99.000","1018.400","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R670","2019-09-23 23:00:00","26.000","51.000","2.000","25.700","-99.000","1014.700","","2.500","-99.000","-99.000","-99.000","29.400","","23.100",""
"C0X120","2019-09-23 23:00:00","28.000","352.000","1.900","24.100","0.810","1014.500","","0.000","-99.000","-99.000","-99.000","31.800","","22.700",""
"C0R100","2019-09-23 23:00:00","1006.000","311.000","0.700","17.800","1.000","907.400","","14.500","-99.000","-99.000","-99.000","25.100","","17.800",""
"C0C700","2019-09-23 23:00:00","151.000","75.000","1.800","22.900","0.760","1001.500","","0.000","-99.000","-99.000","-99.000","26.100","","22.200",""
"C0W130","2019-09-23 23:00:00","18.000","29.000","4.100","25.000","0.780","1014.200","","0.000","-99.000","-99.000","-99.000","27.700","","24.800",""
"C0F9R0","2019-09-23 23:00:00","20.000","40.000","2.600","23.100","0.890","1015.300","","0.000","-99.000","-99.000","-99.000","28.800","","23.100",""
"C0V660","2019-09-23 23:00:00","25.000","28.000","0.600","25.300","0.760","1014.700","","0.000","-99.000","-99.000","-99.000","31.500","","23.000",""
"C0A560","2019-09-23 23:00:00","405.000","0.000","0.000","18.800","0.990","972.700","","0.000","-99.000","-99.000","-99.000","25.000","","18.500",""
"C0X190","2019-09-23 23:00:00","10.000","16.000","2.500","24.400","0.860","1015.100","","0.000","-99.000","-99.000","-99.000","30.100","","22.900",""
"C0S950","2019-09-23 23:00:00","415.000","220.000","1.200","20.800","0.990","971.200","","1.000","-99.000","-99.000","-99.000","25.100","","19.800",""
"C0A880","2019-09-23 23:00:00","6.000","313.000","0.300","21.800","0.890","1016.500","","0.500","-99.000","-99.000","-99.000","27.600","","20.500",""
"C0I530","2019-09-23 23:00:00","3014.000","235.000","7.000","6.200","0.980","705.700","","0.000","-99.000","-99.000","-99.000","9.600","","5.900",""
"C0M670","2019-09-23 23:00:00","43.000","343.000","0.800","23.400","0.810","1011.400","","0.000","-99.000","-99.000","-99.000","30.800","","22.800",""
"C0Z061","2019-09-23 23:00:00","174.000","344.000","0.400","21.600","0.990","1002.400","","3.000","-99.000","-99.000","-99.000","26.000","","20.600",""
"C0M730","2019-09-23 23:00:00","40.000","0.000","0.000","24.900","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","33.600","","22.800",""
"C0U750","2019-09-23 23:00:00","398.000","30.000","3.100","20.500","0.960","973.700","","0.000","-99.000","-99.000","-99.000","23.100","","19.400",""
"C0A650","2019-09-23 23:00:00","287.000","0.000","0.000","19.600","0.990","986.500","","0.000","-99.000","-99.000","-99.000","24.600","","19.300",""
"C0K400","2019-09-23 23:00:00","65.000","0.000","0.000","23.400","0.990","1009.900","","0.000","-99.000","-99.000","-99.000","30.900","","22.500",""
"C0I370","2019-09-23 23:00:00","671.000","0.000","0.000","20.700","0.870","942.900","","0.000","-99.000","-99.000","-99.000","28.800","","19.200",""
"C0S750","2019-09-23 23:00:00","2280.000","0.000","0.000","12.300","1.000","778.300","","4.000","-99.000","-99.000","-99.000","15.400","","10.900",""
"C0R650","2019-09-23 23:00:00","29.000","0.000","0.000","25.600","0.950","1014.800","","0.000","-99.000","-99.000","-99.000","31.100","","24.700",""
"C0E740","2019-09-23 23:00:00","27.000","65.000","1.000","23.000","0.810","1013.800","","0.000","-99.000","-99.000","-99.000","29.100","","22.000",""
